Navn       Per Dato     Tid  Kjøp     Salg     Omsatt   Endring Volum
Bank       D   14.11.95 0946                      60,99                 32
Bank       D   14.11.95 1006                      60,99                163
HNA        D   14.11.95 1332   180,50   181,50   181,00              32800
HNA        D   14.11.95 1347   180,50   181,00   181,00              32800
HNA        D   14.11.95 1401   180,50   181,50   181,00              34000
HNA        D   14.11.95 1417   181,00   181,50   181,00              34000
HNA        D   14.11.95 1431   180,50   181,00   181,00              34100
HNA        D   14.11.95 1447   180,00   181,00   180,50              34600
HNA        D   14.11.95 1457   180,50   181,00   180,50              34600
HNA        D   14.11.95 1501   180,00   180,50   180,00              42100
HNA        D   14.11.95 1532   180,50   181,00   180,50              60900
HNA        D   14.11.95 1547   180,50   181,50   181,00              66900
HNA        D   14.11.95 1603   181,00   181,50   181,00              77700
HNB        D   14.11.95 1006            182,00                            
HNB        D   14.11.95 1021   178,00   180,00                            
HNB        D   14.11.95 1036   178,00   180,00   180,00               3600
HNB        D   14.11.95 1104   178,50   179,00   180,00               3600
HNB        D   14.11.95 1119   179,00   179,50   179,00               4100
HNB        D   14.11.95 1133   179,00   179,50   179,00               4600
HNB        D   14.11.95 1148   178,00   179,00   179,00               7600
HNB        D   14.11.95 1217   178,50   179,00   179,00               7600
HNB        D   14.11.95 1232   177,00   179,00   178,00               9100
HNB        D   14.11.95 1247   177,00   178,50   177,50              10100
HNB        D   14.11.95 1317   177,00   177,50   177,50              10100
HNB        D   14.11.95 1332   177,00   177,50   177,50              10200
HNB        D   14.11.95 1401   177,00   177,50   177,00              13700
HNB        D   14.11.95 1501   177,00   177,50   177,00              15300
HNB        D   14.11.95 1547   178,00   178,50   178,00              17300
HNB        D   14.11.95 1603   178,00   179,00   178,50              19800
HES        D   14.11.95 1006    71,50    72,50                            
HES        D   14.11.95 1021    71,50    72,50    72,50                200
HES        D   14.11.95 1036    71,50             72,50               1200
HES        D   14.11.95 1104    72,00    75,00    72,50               1200
HES        D   14.11.95 1119    72,50    74,00    72,50             116000
HES        D   14.11.95 1148    72,50    74,00    74,00             117000
HES        D   14.11.95 1517    73,00    74,00    74,00             117000
HES        D   14.11.95 1532    72,50    73,50    73,00             123000
HUN        D   14.11.95 1006             58,50                            
HUN        D   14.11.95 1021             50,00                            
HUN        D   14.11.95 1036             49,00                            
HUN        D   14.11.95 1049    47,50    49,00                            
HUN        D   14.11.95 1217    48,00    49,00                            
HUN        D   14.11.95 1301    47,50    48,50    48,00               5000
HUN        D   14.11.95 1317    47,50    48,50    47,50               5200
HUN        D   14.11.95 1501    47,50    48,00    47,50               5200
HUN        D   14.11.95 1603    47,50    48,00    48,00               5400
IIR        D   14.11.95 1006             17,00                            
IIR        D   14.11.95 1021    16,00    17,00                            
KOG        D   14.11.95 1006   158,00   160,00                        1600
KOG        D   14.11.95 1317   158,00   160,00   158,00               1800
KOG        D   14.11.95 1347   158,00   160,00   158,00              11800
KOG        D   14.11.95 1401   158,00   160,00   158,00              12000
KVE        D   14.11.95 1006            112,00                            
KVE        D   14.11.95 1021   111,00   112,00                            
KVE        D   14.11.95 1148   111,00   113,00   112,00               5000
KVE        D   14.11.95 1232   111,00   112,00   112,00               5000
KVE        D   14.11.95 1529   111,00   112,00   112,00               5500
KVI        D   14.11.95 1006   218,00   220,00                         202
KVI        D   14.11.95 1021   221,00   225,00   220,00                855
KVI        D   14.11.95 1036   221,00   223,00   220,00                855
KVI        D   14.11.95 1049   219,00   222,00   221,00               5305
KVI        D   14.11.95 1104   222,00   224,00   222,00               6305
KVI        D   14.11.95 1112   221,00   224,00   222,00               6305
KVI        D   14.11.95 1119   222,00   224,00   222,00              10600
KVI        D   14.11.95 1133   221,00   224,00   222,00              11400
KVI        D   14.11.95 1141   221,50   224,00   222,00              11400
KVI        D   14.11.95 1148   221,50   222,00   222,00              11400
KVI        D   14.11.95 1203   223,00   224,50   224,00              19700
KVI        D   14.11.95 1212   223,50   224,50   224,00              19700
KVI        D   14.11.95 1217   223,50   225,00   224,50              23500
KVI        D   14.11.95 1232   223,00   224,00   224,00              29000
KVI        D   14.11.95 1301   223,50   224,00   224,00              29700
KVI        D   14.11.95 1317   223,50   224,50   224,00              29700
KVI        D   14.11.95 1332   223,00   224,00   224,00              34000
KVI        D   14.11.95 1347   223,00   224,00   224,00              34200
KVI        D   14.11.95 1401   223,50   224,00   224,00              34200
KVI        D   14.11.95 1417   223,50   224,00   224,00              37200
KVI        D   14.11.95 1431   223,50   224,00   224,00              37500
KVI        D   14.11.95 1447   224,00   224,50   224,00              49300
KVI        D   14.11.95 1501   223,50   224,00   223,50              50200
KVI        D   14.11.95 1517   223,50   224,00   224,00              53200
KVI        D   14.11.95 1532   223,50   224,00   224,00              57200
KVI        D   14.11.95 1547   223,00   223,50   223,50              60400
KVI        D   14.11.95 1603   222,00   222,50   222,50              61400
KVIB       D   14.11.95 1006   201,00                                     
KVIB       D   14.11.95 1021   210,00                                     
KVIB       D   14.11.95 1036   210,00   214,00                            
KVIB       D   14.11.95 1050   205,00   210,00   210,00               1200
KVIB       D   14.11.95 1104   210,00   212,00   210,00               1800
KVIB       D   14.11.95 1115   210,00   212,00   211,50               2800
KVIB       D   14.11.95 1119   210,00   211,50   211,50               2800
KVIB       D   14.11.95 1133   210,00   211,50   210,00               3750
KVIB       D   14.11.95 1203   211,00   212,50   211,50               5100
KVIB       D   14.11.95 1214   211,50   212,50   211,50               5100
KVIB       D   14.11.95 1217   211,00   212,50   212,50               7600
KVIB       D   14.11.95 1232   211,00   212,00   212,50               7600
KVIB       D   14.11.95 1247   210,00   212,00   210,00               7611
KVIB       D   14.11.95 1301   210,00   212,00   212,00               7711
KVIB       D   14.11.95 1317   210,00   212,00   211,00               8311
KVIB       D   14.11.95 1347   211,00   212,00   211,00               8311
KVIB       D   14.11.95 1402   211,00   212,00   212,00               8511
KVIB       D   14.11.95 1432   211,00   212,00   212,00               8811
KVIB       D   14.11.95 1447   210,00   212,00   212,00              10300
KVIB       D   14.11.95 1532   210,00   212,00   210,00              12800
KVIB       D   14.11.95 1547   210,00   212,00   211,00              15800
KVIB       D   14.11.95 1603   209,00   210,00   210,00              20000
MAG        D   14.11.95 1006             88,00                            
MAG        D   14.11.95 1021    81,00    83,00                            
MAG        D   14.11.95 1402    81,00    83,00    83,00               2000
MAG        D   14.11.95 1447    81,00    82,00    83,00               2000
MAG        D   14.11.95 1547    81,00    83,00    81,00               3500
MED        D   14.11.95 1006    63,00    64,50                            
MED        D   14.11.95 1021    63,50    64,00                            
MED        D   14.11.95 1036    64,00    65,00    65,00              16000
MED        D   14.11.95 1050    65,00    66,00    65,00              40900
MED        D   14.11.95 1104    65,00    66,00    65,00              43800
MED        D   14.11.95 1133    65,00    65,50    65,00              55600
MED        D   14.11.95 1148    64,00    65,00    65,00              58200
MED        D   14.11.95 1159    64,00    65,00    65,00              58800
MED        D   14.11.95 1203    64,00    65,00    65,00              61200
MED        D   14.11.95 1232    64,00    64,50    65,00              61200
MED        D   14.11.95 1247    64,50    65,00    64,50              63600
MED        D   14.11.95 1301    64,50    65,00    65,00              64000
MED        D   14.11.95 1332    64,50    65,00    65,00              68000
MED        D   14.11.95 1347    64,50    65,00    64,50              75200
MED        D   14.11.95 1402    64,50    66,00    65,00              83600
MED        D   14.11.95 1432    65,00    66,00    65,00              83600
MED        D   14.11.95 1516    64,50    65,00    65,00              88600
MED        D   14.11.95 1532    64,50    65,00    65,00              90600
MED        D   14.11.95 1603    65,00    66,00    65,00              93600
MSG        D   14.11.95 1006             52,00                            
MSG        D   14.11.95 1021    50,00    52,00                            
MSG        D   14.11.95 1203    50,00    52,00                       40000
MSG        D   14.11.95 1247    50,00    51,00                       40000
MSG        D   14.11.95 1502    50,00    50,50                       40000
MSG        D   14.11.95 1547    50,00    51,00    50,00              40200
MSG        D   14.11.95 1616    50,00    51,00    50,00              40300
MOE        D   14.11.95 1006     6,70     6,80                            
MOE        D   14.11.95 1050     6,50     6,80                            
MOE        D   14.11.95 1133     6,60     6,80     6,80               1000
MOE        D   14.11.95 1301     6,60     6,80     6,80              11200
MOE        D   14.11.95 1432     6,60     6,70     6,80              11200
MOE        D   14.11.95 1603     6,60     6,70     6,70              26200
NER        D   14.11.95 1006            225,00                            
NER        D   14.11.95 1021   215,00   225,00                            
NER        D   14.11.95 1104   218,00   224,00                            
NER        D   14.11.95 1148   220,00   223,00                            
NER        D   14.11.95 1203   220,00   222,00   220,00                400
NER        D   14.11.95 1301   218,00   220,00   220,00               1000
NER        D   14.11.95 1332   218,00   220,00   220,00               6000
NER        D   14.11.95 1347   215,00   219,00   220,00               6000
NER        D   14.11.95 1402   215,00   218,00   220,00               6000
NER        D   14.11.95 1417   215,00   217,50   220,00               6000
NER        D   14.11.95 1432   215,00   217,00   220,00               6000
NER        D   14.11.95 1502   215,00   217,00   215,00               6500
NER        D   14.11.95 1513   213,00   217,00   215,00               6600
NER        D   14.11.95 1516   213,00   218,00   215,00              28000
NER        D   14.11.95 1603   213,00   218,00   215,00              33000
NHY        D   14.11.95 0946                                          4800
NHY        D   14.11.95 1006   252,00   255,00                        4800
NHY        D   14.11.95 1021   253,00   254,00                        4800
NHY        D   14.11.95 1104   253,00   254,00   254,00               5300
NHY        D   14.11.95 1133   253,50   254,00   254,00               6300
NHY        D   14.11.95 1203   253,50   254,00   253,50               7300
NHY        D   14.11.95 1217   253,00   253,50   253,00              14300
NHY        D   14.11.95 1232   252,50   253,00   253,00              14800
NHY        D   14.11.95 1247   252,50   253,00   253,00              17800
NHY        D   14.11.95 1301   252,00   253,00   252,50              19500
NHY        D   14.11.95 1317   252,50   253,00   252,50              21100
NHY        D   14.11.95 1332   252,50   253,00   253,00              27600
NHY        D   14.11.95 1347   252,50   253,00   253,00              27800
NHY        D   14.11.95 1402   252,50   253,00   252,50              29300
NHY        D   14.11.95 1417   252,50   253,00   253,00              29500
NHY        D   14.11.95 1432   252,50   253,00   253,00              29600
NHY        D   14.11.95 1447   252,50   253,00   253,00              34400
NHY        D   14.11.95 1502   252,50   253,00   252,50              35000
NHY        D   14.11.95 1532   253,00   253,50   253,00              71000
NHY        D   14.11.95 1547   252,50   253,50   253,00              76000
NHY        D   14.11.95 1603   252,50   253,00   252,50              79000
NOV        D   14.11.95 1006   101,00   104,00                            
NOV        D   14.11.95 1021   102,00   104,00                            
NOV        D   14.11.95 1247   102,50   104,00                            
NOV        D   14.11.95 1301   102,50   104,00   104,00                600
NSG        D   14.11.95 1006   175,00   177,00                            
NSG        D   14.11.95 1036   176,00   177,00                            
NSG        D   14.11.95 1104   175,50   177,00   177,00                500
NSG        D   14.11.95 1148   176,00   177,00   177,00               7100
NSG        D   14.11.95 1203   176,00   176,50   176,00               8100
NSG        D   14.11.95 1247   175,50   176,50   175,50              14100
NSG        D   14.11.95 1301   176,00   176,50   176,50              19800
NSG        D   14.11.95 1332   176,50   177,00   176,50              20600
NSG        D   14.11.95 1347   176,50   177,00   176,50              20700
NSG        D   14.11.95 1402   177,00   178,00   177,00              22200
NSG        D   14.11.95 1432   177,00   178,00   177,00              22300
NSG        D   14.11.95 1447   177,00   177,50   177,00              22300
NSG        D   14.11.95 1502   177,00   178,00   177,50              22500
NSG        D   14.11.95 1516   177,00   178,00   177,50              24500
NSG        D   14.11.95 1547   177,00   178,00   178,00              24900
NSG        D   14.11.95 1603   178,00   179,00   178,00              37500
NSGB       D   14.11.95 1006   165,00                                     
NSGB       D   14.11.95 1119   165,50                                     
NSGB       D   14.11.95 1148   165,50   170,00                            
NSGB       D   14.11.95 1301   166,00   170,00                            
NSGB       D   14.11.95 1332   166,00   168,00                            
NSGB       D   14.11.95 1502   166,00   168,00   168,00                 50
NSGB       D   14.11.95 1603   167,00   170,00   168,00               2300
NSGB       D   14.11.95 1616   167,00   170,00   168,00               2320
NYD        D   14.11.95 1006             27,00                            
NYD        D   14.11.95 1021    26,50    27,50    27,00               1000
NYD        D   14.11.95 1036    26,50    27,00    27,00               1000
NYD        D   14.11.95 1050    26,60    27,40    27,00              16000
NYD        D   14.11.95 1104    27,00    27,40    27,00              16000
NYD        D   14.11.95 1148    27,00    27,30    27,00              26000
NYD        D   14.11.95 1217    27,00    27,40    27,00              36000
NYD        D   14.11.95 1532    27,00    27,40    27,00              38000
NYD        D   14.11.95 1547    27,00    27,40    27,00              40000
OLT        D   14.11.95 1006   101,00   105,00                         100
OLT        D   14.11.95 1021   103,00   105,00   105,00                200
ORK        D   14.11.95 1006   320,00   321,00                          73
ORK        D   14.11.95 1036   319,00   321,00                          73
ORK        D   14.11.95 1044   319,00   320,00                          73
ORK        D   14.11.95 1050   319,00   320,00   319,00                523
ORK        D   14.11.95 1104   319,00   320,00   319,00                923
ORK        D   14.11.95 1119   318,00   320,00   319,00               1473
ORK        D   14.11.95 1148   319,00   320,00   320,00               1573
ORK        D   14.11.95 1203   320,00   321,00   321,00               3573
ORK        D   14.11.95 1217   320,00   321,00   320,00               3873
ORK        D   14.11.95 1232   319,00   321,00   320,00               6673
ORK        D   14.11.95 1317   319,00   320,00   320,00               7023
ORK        D   14.11.95 1332   319,00   321,00   320,00               7123
ORK        D   14.11.95 1402   320,00   321,00   320,00               7123
ORK        D   14.11.95 1417   319,50   320,00   320,00               7573
ORK        D   14.11.95 1432   319,50   320,00   319,50               7923
ORK        D   14.11.95 1532   319,50   320,00   320,00               9323
ORK        D   14.11.95 1547   319,50   320,00   320,00               9423
ORK        D   14.11.95 1603   320,00   321,00   320,00              10400
ORKB       D   14.11.95 1006   300,00   315,00                            
ORKB       D   14.11.95 1021   302,00   315,00                            
ORKB       D   14.11.95 1050   302,00   310,00                            
ORKB       D   14.11.95 1104   302,50   310,00                            
ORKB       D   14.11.95 1203   303,00   305,00   304,00                800
ORKB       D   14.11.95 1432   303,00   305,00   304,00                850
ORKB       D   14.11.95 1547   303,00   304,00   304,00                850
ORKB       D   14.11.95 1603   304,00   305,00   304,00               6400
ORKB       D   14.11.95 1616   304,00   305,00   304,00               6402
PGS        D   14.11.95 1006   119,50   124,00                            
PGS        D   14.11.95 1021   118,00   120,00   119,00                400
PGS        D   14.11.95 1036   118,00   119,00   119,00                400
PGS        D   14.11.95 1050   117,00   119,00   118,00               2400
PGS        D   14.11.95 1104   117,00   118,00   117,00               2800
PGS        D   14.11.95 1119   117,50   119,00   118,00               7200
PGS        D   14.11.95 1133   118,00   119,00   118,00               7200
PGS        D   14.11.95 1148   118,00   119,00   118,00               9400
PGS        D   14.11.95 1203   118,00   119,00   119,00              11900
PGS        D   14.11.95 1217   118,00   119,00   118,50              12500
PGS        D   14.11.95 1232   117,50   118,00   118,00              16800
PGS        D   14.11.95 1247   117,50   118,00   118,00              16900
PGS        D   14.11.95 1332   117,50   118,00   118,00              17900
PGS        D   14.11.95 1347   117,50   118,00   118,00              18900
PGS        D   14.11.95 1402   118,00   119,00   119,00              29700
PGS        D   14.11.95 1502   118,00   119,00   119,00              30700
PGS        D   14.11.95 1516   118,00   119,00   119,00              35700
PGS        D   14.11.95 1532   117,50   118,50   118,00              45500
PGS        D   14.11.95 1547   115,50   116,00   116,00              51600
PGS        D   14.11.95 1603   115,50   116,00   116,00              52400
PGS        D   14.11.95 1616   115,50   116,00   116,00              55600
PRO        D   14.11.95 1006   120,00   130,00                            
PRO        D   14.11.95 1021   127,50   130,00   130,00                200
RAU        D   14.11.95 1006            115,00                            
RAU        D   14.11.95 1046   101,00   115,00                            
RAU        D   14.11.95 1050   108,00   115,00                            
REN        D   14.11.95 1006    13,30    14,20                            
REN        D   14.11.95 1021    13,50    14,00                            
REN        D   14.11.95 1050    13,50    13,70                            
REN        D   14.11.95 1148    13,30    13,50                        5000
REN        D   14.11.95 1202             13,50                        5000
REN        D   14.11.95 1232    13,00    13,50                        5000
REN        D   14.11.95 1447    13,00    13,50                        9000
REN        D   14.11.95 1603    13,00    13,40                        9000
RIE        D   14.11.95 1006   135,00                                     
RIE        D   14.11.95 1036   135,00   142,00                            
RIE        D   14.11.95 1050   135,00   140,00                            
RIE        D   14.11.95 1347   135,00   142,00   140,00               1700
RIEB       D   14.11.95 1006            135,00                            
RIEB       D   14.11.95 1156   123,00   135,00                            
RIEB       D   14.11.95 1202   126,00   135,00                            
RIEB       D   14.11.95 1301   127,00   130,00   127,00               2705
RIEB       D   14.11.95 1532   126,00   128,00   127,00               3005
RIEB       D   14.11.95 1616   126,00   128,00   127,00               3505
SAG        D   14.11.95 1006    75,00    77,00                           3
SAG        D   14.11.95 1036    75,50    77,00                           3
SAG        D   14.11.95 1050    76,00    77,00    76,00                303
SAG        D   14.11.95 1104    76,00    76,50    76,00                403
SAG        D   14.11.95 1118    76,00    77,00    76,00                403
SAG        D   14.11.95 1133    76,00    76,50    76,00                403
SAG        D   14.11.95 1148    76,50    77,00    77,00               7603
SAG        D   14.11.95 1232    76,00    77,00    76,50              14200
SAG        D   14.11.95 1331    76,50    77,00    77,00              14700
SAG        D   14.11.95 1347    76,00    77,00    77,00              14700
SAG        D   14.11.95 1415    76,50    77,00    77,00              14700
SAG        D   14.11.95 1417    76,00    76,50    76,50              18100
SAG        D   14.11.95 1501    75,50    76,00    76,00              19300
SAG        D   14.11.95 1532    75,50    76,50    76,00              20800
SAG        D   14.11.95 1603    75,50    76,50    76,50              20900
SAGB       D   14.11.95 1006             72,50                            
SAGB       D   14.11.95 1021    70,00    72,50                            
SAGB       D   14.11.95 1036    71,50    72,50                            
SAGB       D   14.11.95 1148    72,00    72,50    72,50               9200
SAGB       D   14.11.95 1232    71,50    72,50    71,50              17600
SAGB       D   14.11.95 1246    71,00    72,50    71,50              17600
SAGB       D   14.11.95 1301    71,50    72,50    71,50              17600
SAGB       D   14.11.95 1316    71,50    72,50    71,50              18100
SAGB       D   14.11.95 1347    71,50    72,50    72,00              18300
SAGB       D   14.11.95 1401    72,00    72,50    72,00              18300
SAGB       D   14.11.95 1417    72,00    72,50    72,50              29400
SAGB       D   14.11.95 1447    72,00    72,50    72,50              29500
SAGB       D   14.11.95 1501    71,50    72,50    72,00              29600
SAGB       D   14.11.95 1532    72,00    72,50    72,00              29600
SAGB       D   14.11.95 1603    72,00    72,50    72,50              31100
SAGB       D   14.11.95 1616    72,00    72,50    72,50              31200
SAT        D   14.11.95 1021    21,00    30,00                            
SAT        D   14.11.95 1202    21,00    28,00                            
SAT        D   14.11.95 1232    21,00    27,00                            
SAT        D   14.11.95 1347    21,00    25,00                            
SAT        D   14.11.95 1603    21,00    25,00                       12200
SCH        D   14.11.95 1006    73,00                                  100
SCH        D   14.11.95 1021    73,50    74,50    74,00               1100
SCH        D   14.11.95 1036    73,50    75,00    74,50               1600
SCH        D   14.11.95 1104    74,00    75,00    74,50               1600
SCH        D   14.11.95 1148    73,50    75,00    74,00              21600
SCH        D   14.11.95 1202    73,50    75,00    73,50              22100
SCH        D   14.11.95 1316    73,50    75,00    73,50              22300
SCH        D   14.11.95 1331    73,50    74,00    73,50              22300
SCH        D   14.11.95 1347    73,50    75,00    74,00              42300
SCH        D   14.11.95 1417    73,50    74,00    74,00              42300
SCH        D   14.11.95 1603    73,50    74,00    74,00              45500
SCH        D   14.11.95 1616    73,50    74,00    74,00              50200
SEL        D   14.11.95 1006   120,00   124,00                            
SEL        D   14.11.95 1050   120,00   122,00                            
SEL        D   14.11.95 1202   120,00   122,00   120,00                500
SEL        D   14.11.95 1316   122,00   124,00   122,00               1000
SEL        D   14.11.95 1347   122,00   124,00   122,00               1400
SEL        D   14.11.95 1431   122,00   124,00   122,00               1600
SEL        D   14.11.95 1501   122,00   123,00   122,00               1800
SEL        D   14.11.95 1532   122,00   123,00   122,00               5800
SMD        D   14.11.95 1006             76,00                            
SMD        D   14.11.95 1021    73,00    76,00                            
SMD        D   14.11.95 1118    73,00    75,00                            
SMDB       D   14.11.95 1021    66,00                                     
SMDB       D   14.11.95 1050    66,00    80,00                            
SMDB       D   14.11.95 1232    66,00    70,00                            
SMDB       D   14.11.95 1431    66,00    70,00    69,00               2000
OPT        D   14.11.95 1006    30,00                                     
OPT        D   14.11.95 1021    35,00                                     
OPT        D   14.11.95 1104    35,00    45,00                            
SIN        D   14.11.95 1133     2,40                                     
SIN        D   14.11.95 1217     2,40     3,50                            
SKI        D   14.11.95 1021   230,00                                     
SKI        D   14.11.95 1316   230,00   250,00                            
SKI        D   14.11.95 1325   230,00                                     
SKI        D   14.11.95 1329   230,00                                   81
SKI        D   14.11.95 1401   230,00            230,00                331
SSI        D   14.11.95 1006    92,50    94,00                            
SSI        D   14.11.95 1021    92,50    93,00                            
SSI        D   14.11.95 1217    92,00    93,00                            
SSI        D   14.11.95 1501    92,00    93,00    92,00              17300
SSI        D   14.11.95 1547    91,00    92,00    92,00              18100
SSI        D   14.11.95 1603    91,00    92,00    92,00              19200
STE        D   14.11.95 1006              3,00                            
STE        D   14.11.95 1021              2,75                            
STE        D   14.11.95 1050     2,50     2,75                            
STE        D   14.11.95 1133     2,55     2,75                            
STE        D   14.11.95 1316     2,60     3,00     2,60               3000
STE        D   14.11.95 1444     2,60     2,80     2,60               3000
STE        D   14.11.95 1603     2,50     2,80     2,80              10000
TAA        D   14.11.95 1006    74,00    76,50                        5000
TAA        D   14.11.95 1021    74,50    76,00                        5000
TAA        D   14.11.95 1035    75,00    76,00                        5000
TAA        D   14.11.95 1133    75,00    75,50    76,00               7076
TAA        D   14.11.95 1148    74,00    75,00    74,50              18300
TAA        D   14.11.95 1203    71,00    74,50    74,00              26900
TAA        D   14.11.95 1217    72,00    74,00    74,00              26900
TAA        D   14.11.95 1301    72,50    74,00    74,00              27900
TAA        D   14.11.95 1347    71,50    74,00    73,00              28300
TAA        D   14.11.95 1401    71,50    73,50    73,00              28300
TAA        D   14.11.95 1417    72,50    73,00    73,00              28300
TAA        D   14.11.95 1431    73,00    74,00    73,50              33500
TAA        D   14.11.95 1517    72,00    74,00    73,00              38900
TAA        D   14.11.95 1547    72,50    74,00    74,00              39100
TAA        D   14.11.95 1603    73,00    74,00    73,00              49100
TAA        D   14.11.95 1616    73,00    74,00    73,00              53500
TAD        D   14.11.95 1006    44,00    50,00                            
TAD        D   14.11.95 1021    44,00    45,00                            
TAD        D   14.11.95 1035    44,50    45,00                            
TAD        D   14.11.95 1050    44,50    45,00    44,50               2600
TAD        D   14.11.95 1104    44,50    45,00    45,00               3600
TAD        D   14.11.95 1203    44,50    45,00    45,00               4600
TAD        D   14.11.95 1217    44,50    45,00    45,00              11000
TAD        D   14.11.95 1231    44,50    45,00    45,00              12000
TAD        D   14.11.95 1401    44,50    45,00    44,50              14000
TAD        D   14.11.95 1547    44,00    44,50    44,50              15600
TOM        D   14.11.95 1006             42,00                         619
TOM        D   14.11.95 1021    40,70    41,50                         619
TOM        D   14.11.95 1035    40,90    41,30                         619
TOM        D   14.11.95 1050    40,60    41,00    40,70              53100
TOM        D   14.11.95 1104    40,60    41,00    40,70              62100
TOM        D   14.11.95 1118    40,10    40,50    40,50              65100
TOM        D   14.11.95 1133    40,20    40,50    40,40              75600
TOM        D   14.11.95 1148    40,30    40,50    40,40             101000
TOM        D   14.11.95 1203    40,30    40,50    40,40             104000
TOM        D   14.11.95 1217    40,30    40,50    40,40             106000
TOM        D   14.11.95 1231    40,20    40,30    40,30             116000
TOM        D   14.11.95 1247    40,30    40,50    40,30             116000
TOM        D   14.11.95 1301    40,30    40,50    40,30             117000
TOM        D   14.11.95 1316    40,40    40,50    40,30             117000
TOM        D   14.11.95 1331    40,40    40,50    40,40             119000
TOM        D   14.11.95 1401    40,50    40,80    40,40             129000
TOM        D   14.11.95 1417    40,60    41,00    40,80             134000
TOM        D   14.11.95 1431    40,60    40,80    40,80             134000
TOM        D   14.11.95 1445    40,60    41,00    40,80             134000
TOM        D   14.11.95 1517    40,60    41,00    41,00             138000
TOM        D   14.11.95 1525    40,60    41,20    41,00             138000
TOM        D   14.11.95 1531    40,60    41,20    41,00             193000
TOM        D   14.11.95 1547    40,80    41,10    41,00             193000
TOM        D   14.11.95 1555    40,80    41,00    41,00             193000
TOM        D   14.11.95 1603    40,70    41,00    40,70             207000
UTO        D   14.11.95 1006             80,00                            
UTO        D   14.11.95 1021    78,00    80,00                        4000
UTO        D   14.11.95 1035    78,00    79,00    79,00               9200
UTO        D   14.11.95 1050    78,00    79,00    78,00              14200
UTO        D   14.11.95 1118    77,50    79,00    78,00              25200
UTO        D   14.11.95 1203    77,50    79,00    79,00              25700
UTO        D   14.11.95 1331    77,50    79,00    79,00              70200
UTO        D   14.11.95 1347    77,50    79,00    79,00              70500
UTO        D   14.11.95 1517    77,50    79,00    77,50              70600
UTO        D   14.11.95 1603    77,50    78,50    77,50              70600
VEI        D   14.11.95 1006            130,00                            
VEI        D   14.11.95 1021   127,00   130,00                            
VEI        D   14.11.95 1118   127,00   129,00                            
ACS        D   14.11.95 0945                                            21
ACS        D   14.11.95 1021   145,00   154,00                          21
ACS        D   14.11.95 1203   145,00   154,00                          56
AWS        D   14.11.95 1006    61,50    63,00                            
AWS        D   14.11.95 1021    62,00    63,00                            
AWS        D   14.11.95 1217    61,50    63,00    62,00               3000
AWS        D   14.11.95 1345    62,00    63,00    62,00               3000
AWS        D   14.11.95 1347    61,50    62,00    62,00               4800
AWSB       D   14.11.95 1006    60,00    61,00                            
AWSB       D   14.11.95 1217    59,50    60,00    60,00               4800
AWSB       D   14.11.95 1247    59,50    60,00    60,00               4835
AWSB       D   14.11.95 1345    59,50    60,00    60,00               5835
AWSB       D   14.11.95 1347    60,00    61,00    60,00              13800
AWSB       D   14.11.95 1401    59,50    60,00    60,00              13800
AWSB       D   14.11.95 1603    59,50    60,50    60,00              13800
AWSB       D   14.11.95 1616    59,50    60,50    60,00              13900
BEL        D   14.11.95 1006             24,50                            
BEL        D   14.11.95 1021    24,00    24,50                            
BEL        D   14.11.95 1203    24,00    24,50    24,00               7000
BEL        D   14.11.95 1316    24,00    24,50    24,50               8000
BET        D   14.11.95 1006             32,00                            
BET        D   14.11.95 1021    28,50    32,00                            
BEA        D   14.11.95 1006            140,00                            
BEA        D   14.11.95 1021   137,50   139,00                            
BEA        D   14.11.95 1133   138,00   139,50                            
BEA        D   14.11.95 1148   139,00            140,00               1000
BEA        D   14.11.95 1200   139,00   141,00   140,00               1000
BEA        D   14.11.95 1203   140,00   141,00   140,00               1000
BEA        D   14.11.95 1217   139,00   140,00   140,00               1100
BEA        D   14.11.95 1232   138,50   139,00   139,00               3100
BEA        D   14.11.95 1301   138,50   139,00   138,50               6100
BEA        D   14.11.95 1331   138,00   138,50   138,50               6200
BEA        D   14.11.95 1347   137,50   138,00   138,00               6300
BEA        D   14.11.95 1417   137,50   138,00   137,50              10300
BEA        D   14.11.95 1446   138,00   139,00   138,00              13900
BEA        D   14.11.95 1517   139,00   140,00   139,00              14000
BEA        D   14.11.95 1532   138,00   139,00   139,00              14100
BEA        D   14.11.95 1547   137,50   139,00   139,00              14100
BEA        D   14.11.95 1602   137,50   138,50   138,50              14200
BEB        D   14.11.95 1021   136,50   139,00                            
BEB        D   14.11.95 1104   137,50   139,00                        6000
BEB        D   14.11.95 1118   136,50   138,50   137,50               7600
BEB        D   14.11.95 1133   137,00   138,50   137,50               7600
BEB        D   14.11.95 1148   138,00   139,00   139,00              10900
BEB        D   14.11.95 1203   139,00   140,00   139,50              12900
BEB        D   14.11.95 1217   138,50   139,00   139,00              14200
BEB        D   14.11.95 1232   138,00   139,00   138,50              15200
BEB        D   14.11.95 1247   137,50   138,50   138,00              17200
BEB        D   14.11.95 1255   138,00   138,50   138,00              17200
BEB        D   14.11.95 1301   137,50   138,00   137,50              19200
BEB        D   14.11.95 1316   137,00   138,00   137,50              25500
BEB        D   14.11.95 1331   137,00   138,00   137,50              26500
BEB        D   14.11.95 1347   137,00   137,50   137,50              31500
