412321	"Uranienborgveien 29 A/S"	"Eugenies g 9 (0168)"	"Pb. 2612 ST. HANSHAUGEN"	131	""	""	        
412322	"Mariasson's Regnskapskontor"	"Kr Aug g 19"	""	164	""	""	        
412323	"Manglerud Sol & Video AS"	"VÜronnv. 17 (0679)"	"Pb. 69 MANGLERUD"	612	""	""	        
412324	"Nortank Carriers AS"	"Munkedamsv. 45"	""	250	""	""	        
412325	"Misjonsaulaen"	"Akersg. 68"	""	180	""	""	        
412326	"Verlõy Tore"	"Vitaminv. 7"	""	485	""	""	        
412327	"Scotway Marketing"	"Ostadalsv. 35"	""	753	""	""	        
412328	"Stilasmontõren AS"	"Enebakkv. 36"	""	657	""	""	        
412329	"Benny Borg Music A/S"	"Osterhaus g 9"	""	183	""	""	        
412330	"Skotõihjõrnet A/S"	"Storg. 27"	""	184	""	""	        
412331	"I P"	"Konghelleg. 3"	""	569	""	""	        
412332	"Lampe Hans Parr"	"Bygdõy alle 45"	""	265	""	""	        
412333	"Institutt for Medier og Kommunikasjon"	"Gaustadalleen 21 (0371)"	"Pb. 1077 BLINDERN"	316	""	""	19950825
412334	"Marienlyst gÜrd barnehage"	"Blindernv. 10"	""	361	""	"O"	        
412335	"Media-Forum A/S"	"Hõlands g 4 (0655)"	"Pb. 120 OPPSAL"	619	""	""	        
412336	"Societe Generale de Surveillance S A"	"Tollbug. 8 B"	""	152	""	""	        
412337	"Ulven fysikalske Institutt"	"Karl Staaffs v 2"	""	665	""	""	        
412338	"Veitvet legegruppe"	"Veitvet shoppingsenter"	""	596	""	""	        
412339	"Telenor Dolphin A/S / Skullerud"	"Olaf Helsets v 6"	""	621	""	""	19951127
412340	"Institutt for medisinsk rett"	"Hofftunet 1"	""	379	""	""	        
412341	"Kristiansen Rune Bygg & Tõmmermester"	"Gladengv. 4"	""	661	""	""	        
412342	"Kruses Magasin"	"Thv Meyers g 18"	""	555	""	""	        
412343	"Berg Arne Magnus & Co"	"Kr Aug g 19"	""	164	""	""	        
412344	"Wilhelmsen Lines AS"	"Roald Amundsens g 5 (0161)"	"Pb. 1359 VIKA"	113	""	""	        
412345	""	""	""	0	""	""	19951107
412346	"InkassoPartner A/S"	"Grensesvingen 7"	""	661	""	""	        
412347	"Gaveland A/S"	"Tõyeng. 2"	""	190	""	""	        
412348	"Regnskapsbistand A/S"	"Storg. 38"	""	182	""	""	        
412349	"Andersson Ragnar tapetsermester A/S"	"Gladengv. 16"	""	661	""	""	        
412350	"Bjõrnstad Lena Dataservice"	"TÜsenv. 88"	""	873	""	""	        
412351	"Sophie's Storkiosk"	"Gõteborgg. 1"	""	566	""	""	        
412352	"Atlas Industri AS"	"Lilleakerv. 31 (0283)"	"Pb. 128 LILLEAKER"	216	"Even Villanger"	""	19950927
412353	"Auto Transit"	"Rislõkkv. 2"	""	386	"Bjõrn Bjõrnsen"	""	19951218
412354	"Bulgarske Stats TuristbyrÜ"	"Akersbakken 39"	""	172	""	"O"	        
412355	"Interiõr og Fargeservice Malermesterfirm"	"Joh Scharffenbergs v 95 (0694)"	"Pb. 57"	621	""	""	        
412356	"Bentzen Bakken Grafisk Design MNGD"	"Kr Auberts v 27"	""	751	""	""	        
412357	"Sanne Odmund"	"Tangerudv. 61"	""	982	""	""	        
412358	"Wanja Mõbelatelier Wanja Granheim"	"Hegdehaugsv. 12"	""	167	""	""	        
412359	"Ditlev-Simonsen, Sverre jr"	"Haakon VII's g 1"	""	161	""	""	        
412360	"Jim Company A/S"	"Maridalsv. 139 (0461)"	"Pb. 3227 SAGENE"	405	""	""	        
412361	"Magnës Erik"	"Akersg. 41"	""	158	""	""	        
412362	"Lambertseter Bilskade"	"Cecilie Thoresens v 7"	""	1153	""	""	        
412363	"Kortco Trygve Gulbrandsen"	"Fjellg. 11 (0566)"	"Pb. 6748 Rodelõkka"	503	""	""	        
412364	"Oslo Volleyballkrets"	"Ekebergv. 101"	""	1178	""	""	        
412365	"Bellevue gÜrd barnehage"	"Finnmarkg. 27"	""	563	""	"O"	        
412366	"Stenberg Erland"	"Fred Olsens g 6"	""	152	""	""	        
412367	"Ulven Borettslag"	"Karl Staaffs v 6"	""	665	""	""	        
412368	"Warbergs Snekkeri"	"Kõbenhavng. 2 -1"	""	553	""	""	        
412369	"Hansen Hans-Jacob"	"Hovfaret 13"	""	275	""	""	        
412370	"Manglerud hud- og fotpleie"	"Manglerud senter 4 (0679)"	"Pb. 92 MANGLERUD SENTER"	679	""	""	        
412371	"Norsk Taichi Chuan Institutt"	"Huitfeldts g 3"	""	253	""	""	        
412372	"Pelion A/S"	"Nordhagav. 28"	""	491	""	""	        
412373	"Evensen Casper"	"Maridalsv. 87"	""	461	""	""	        
412374	"Store Rundreiser A/S"	"Breidablikkv. 14 (1169)"	"Pb. 838 Sentrum"	104	""	""	        
412375	"Norsk Steinindustri A/S"	"Gjerdrums v 12"	""	486	""	""	        
412376	"Rasmus bil- og radiatorverksted"	"Holmboes g 4"	""	357	""	""	        
412377	"Curry Connection"	"Bygdõy alle 8"	""	262	""	"T"	        
412378	"Welhaven Metall"	"Kurv. 7 (0495)"	"Pb. 38 KJELSèS"	495	""	""	        
412379	"Holst & Fleischer A/S"	"Bjõrnerudv. 11"	""	1266	""	""	19950116
412380	"Bellona Annonseavdeling"	"Risalleen 8"	"pb. 107 Vindern"	319	""	""	        
412381	"Noremabutikken Oslo A/S"	"Fr Nansens pl 5"	""	160	""	""	        
412382	"Viksveen Terje"	"Grensev. 7"	""	571	""	""	        
412383	"Aktiv Opplëring AS"	"Sandakerv. 74 (0483)"	"Pb. 4570 Torshov"	404	"Knut Erik Beier-Arnesen"	""	19951124
412384	"Dionysos Greske Taverna A/S"	"Calmeyers g 11"	""	183	""	"T"	        
412385	"Kro Produksjon A/S"	"Bergensgt. 41"	"Postboks 314 Bjõlsen"	406	"Wenche Christensen"	"P"	        
412386	"Norsk Rasekatt Klubb"	"Valkyrieg. 9"	""	366	""	""	        
412387	"Sõndre Veitvedt Borettslag"	"Beverv. 23"	""	596	""	""	        
412388	"Valentina"	"Frognerv. 44"	""	266	""	""	        
412389	"ùkern Interiõr & Farve A/S"	"ùkernv. 145"	""	580	""	""	        
412390	"Anne Cecily's ballettskole"	"Frognerv. 4 B"	""	257	""	""	        
412391	"Vestkantbadet Helsesenter"	"Sommerrog. 1"	""	255	" Stein Lie"	"O"	19950307
412392	"Trafitek as"	"Nils Hansens v 6"	""	667	""	""	        
412393	"Proff Lab"	"Wm Thranes g 84 B"	""	175	""	""	        
412394	"Kolsrud A/S"	"Radarv. 12"	""	1152	"Vaktmester"	""	        
412395	"Registrerte Revisorers Forening Oslo Ake"	"Tuengen alle 30"	""	374	""	""	        
412396	"Pelo Salong"	"Nordalv. 49"	""	584	""	""	        
412397	"Dietrichson, Fredrik Konsert- TeaterbyrÜ"	"Frognerseterv. 30 B"	""	387	""	""	        
412398	"Hobby og Kunst AS"	"Sandakerv. 102"	""	483	""	""	        
412399	"Toftdahl Servex A/S"	"Sransev. 33"	""	976	""	""	        
412400	"Sentrum Bedriftshelsetjeneste"	"Nedre Slottsg. 4 (0157)"	"Pb. 742 OSLO SENTRUM"	106	""	""	        
412401	"Fiin Aargang A/S"	"Anna Pleyms v 22"	""	988	""	""	19950705
412402	"Consano Trading"	"Vinkelv. 2"	""	870	""	""	        
412403	"Grõthe Mikael"	"Haakon Tveters v 8 (0682)"	"Pb. 2 SKùYENèSEN"	618	""	""	        
412404	"Stall Lofsrud"	"Enebakkv."	""	1281	""	""	        
412405	"Majortrans Bilsenter A/S"	"Aslakv. 14"	""	753	""	""	        
412406	"Motorsykkelentusiasters klubb"	"Maridalsv. 315 (0872)"	"Pb. 57 TèSEN"	801	""	""	        
412407	"Oslo Jazzhus"	"Toftes g 69"	""	552	""	""	        
412408	"MOBIL OIL A/S NORGE"	"Brynsv. 11"	""	667	""	""	        
412409	"Norsk forening for kriminalreform K R O"	"St Olavs g 29 (0166)"	"Pb. 6740 ST. OLAVS PLASS"	130	""	""	        
412410	"Norsk forening mot stõy"	"Kingos g 22"	""	457	""	""	        
412411	"Nyke Instrument A/S"	"Industrig. 38 B (0357)"	"Pb. 5361 MAJORSTUA"	304	""	""	        
412412	"Fram Realinvest A/S"	"Sognsv. 75 A (0855)"	"Pb. 3883 ULLEVèL HAGEBY"	805	""	""	        
412413	"Jositech A/S"	"Grensev. 99 (0663)"	"Pb. 6099 ETTERSTAD"	601	""	""	        
412414	"Prosjektlërlingsinstituttet"	"Holbergs g 5"	""	166	""	"O"	        
412415	"Tonerose"	"Trondheimsv. 157"	""	570	""	""	        
412416	"Internasjonal Dugnad"	"Langes g 6"	""	165	""	""	        
412417	"Norsk forening for ernëringsfysiologer E"	"Holmenenga 2"	""	387	""	""	        
412418	"Teamwork Johan Velten"	"Holmensgt. 3"	""	250	""	""	        
412419	"Samfunnsplan A/S"	"Hier Heyerdahls g 1"	""	160	""	""	        
412420	"Tangerud Miljõ Renhold"	"Frognerv. 9 C-A"	""	257	""	""	19950222
412421	"Translatõrer A/S Forenede"	"Kongens g 15"	""	153	""	""	        
412422	"Svakstrõm Arne Hagen"	"Mekanikerv. 1"	""	683	""	""	        
412423	"Tõnsager H M"	""	""	10	""	""	        
412424	"P O A/S"	"ùsterliv. 22 C"	"P.b. 11 Brattlikollen"	1106	""	""	        
412425	"Hovseter Damefrisõr"	"Hovseterv. 82 A"	""	768	""	""	        
412426	"K V K Transport A/S"	"Verkseier Furulunds v 21"	""	668	""	""	        
412427	"Public Lavpris Safina Kauser Khan"	"Tromsõg. 25"	""	565	""	""	        
412428	"Solvang Finn A/S"	"Bentsebrug. 13 B (0476)"	"P.B. 4399 Torshov"	401	""	""	        
412429	"Prinsdal Matsenter AS"	"Nedre Prinsdals v 79"	""	1263	""	""	        
412430	"Kristiansen Martin A/S"	"Grefsenv. 105"	""	492	""	""	        
412431	"Bogstadveien ùre-Nese-Hals"	"Bogstadv. 34"	""	366	""	""	        
412432	"City Blikkenslageri A/S"	"Prof Birkelands v 32 B"	""	1081	""	""	        
412433	"Hair Service"	"Munthes g 25"	""	260	""	""	        
412434	"Serveringsutvikling A/S"	"Slemdalsv. 72"	""	373	""	""	        
412435	"Salong Pinoccio"	"Bõlerlia 2"	""	691	""	""	        
412436	"PRESTFOSS A/S"	"Fred Olsens g 1 (0152)"	"Pb. 67 Sentrum"	101	""	"I"	        
412437	"Solheim Valido A/S"	"Schleppegrells g 32"	""	556	""	""	        
412438	"Sundt, Lars Peter"	"Klingenbergg. 7 (0161)"	"Pb. 1605 VIKA"	119	""	""	        
412439	"ùkernbrÜten Nërmiljõhus"	"Refstadv. 35"	""	589	""	""	        
412440	"Hõiness Oscar & Co A/S"	"Bõler gÜrd (0690)"	"Pb. 38 BùLER"	620	""	""	        
412441	"Alcatel STK AS"	"ùstre Aker vei 33"	"Postboks 60 ùkern"	508	""	"P"	19951026
412442	"Club Latino"	"Deichmans g 15"	""	178	""	""	        
412443	"Haarseth E Ing A/S"	"Kastellv. 6 C"	""	1162	"Haarseth, Erik"	""	        
412444	"Saxi Oslo A/S"	"Parkv. 15"	""	350	""	""	        
412445	"S A A S Eiendom A/S"	"Brynsv. 5"	""	667	""	""	        
412446	"Nordic Merger A/S"	"Munkedamsv. 45 C"	""	250	""	""	        
412447	"Ringfoss & Co"	"Hj. Brantingsv. 4"	""	581	""	""	19950329
412448	"Royal Copenhagen Norge A/S"	"Pilestr. 15"	""	164	""	"I"	        
412449	"Stjerne-Trykk A/S"	"Osterhaus g 4 B"	""	183	""	""	        
412450	"Sõrensen Inger A/S"	"Fiskehallen"	""	150	""	"E I X"	        
412451	"T W Marketing A/S"	"Sofienbergg. 37"	""	558	"Hanne Svendsen"	"PT"	19960105
412452	"Bakerimaskiner AS"	"Gunnar Schelderupsvei 9"	"P.b.4388 Torshov"	485	"Edgar Sivling"	""	19951005
412453	"Akershus Undervisningsforbund"	"Wergelandsv. 15"	""	167	""	""	        
412454	"Frõydis Damefrisõr"	"Brug. 15"	""	186	""	""	        
412455	"Kommunike"	"Lakkeg. 3 (0187)"	"Pb. 9216 VATERLAND"	134	""	""	        
412456	"Nydalsveien barnehage"	"Nydalsv. 3"	""	467	""	"O"	        
412457	"Andersen, Per"	"Jac Aalls g 49 (0364)"	"Pb. 5008 MAJORSTUA"	301	""	""	        
412458	"Hornsleth Oscar A/S"	"Storg. 26"	""	184	""	""	19950119
412459	"Unimax A/S"	"Gimlev. 20 (0266)"	"Pb. 3164 ELISENBERG"	207	""	""	        
412460	"Norsk Bryggeri- og Mineralvannindustris"	"Uranienborg terr 2 (0351)"	"Pb. 7087 HOMANSBYEN"	306	""	""	        
412461	"Profil Design Norge G Sylen"	"Drammensv. 130 A (0277)"	"Pb. 7558 Skillebekk"	205	""	""	19950714
412462	"Charisma"	"Bogstadv. 56"	""	366	""	""	        
412463	"Ciba-Geigy AS"	"Ensjõv. 16"	""	655	""	""	19951017
412464	"A K U Isoleringsteknikk"	"Harald Sohlbergs v 16"	""	1064	""	""	        
412465	"Karl Johansgate 20"	"Karl Joh g 20"	""	159	""	""	        
412466	"BÜrdar Ballettskole"	"Kr Aug g 15"	""	164	""	""	        
412467	"Oppsal Treindustri"	"Seilduksg. 11"	""	553	" Nordengen"	""	        
412468	"Tinctorial A/S"	"ùkernv. 145"	""	580	""	""	        
412469	"Valseth Foto"	"Brekkelia 5 C (0882)"	"Pb. 134 TèSEN"	801	""	""	        
412470	"Eurotool A/S"	"Ormõybakken 2"	""	198	""	""	        
412471	"ACEM TV"	"Huitfeldts g 47"	"Pb. 2559 SOLLI"	202	""	""	19951004
412472	"Ludvigsen, Helge"	"Vogts g 37"	""	474	""	""	        
412473	"Bil og Marine Service ANS"	"Persv. 2"	""	581	""	""	        
412474	"Malik's Den Originale AS / Majorstua"	"Kirkev. 50"	""	368	""	""	19950802
412475	"Ortopedisk Centralverksted Helsemateriel"	"Tvetenv. 158"	""	671	""	""	        
412476	"Yankee Norge ANS"	"Solbergliv. 118 A"	""	683	""	""	        
412477	"A B C Data"	"Pilestr. 27 (0164)"	"Pb. 6820 ST. OLAVS PLASS"	130	""	""	19950213
412478	"Larsen Kjell"	"Sõrkedalsv. 5"	""	369	""	""	        
412479	"Norsk Legesenter AS"	"Munchs g 7"	""	165	""	""	19951205
412480	"Sveen Arne Skipsrederi a.s"	"Fr Nansens pl 5"	""	160	""	""	        
412481	"Hagberg P R A/S"	"Brobekkv. 100"	""	581	" Haberg"	""	        
412482	"Skjoldhammer Helge"	"Kr Aug g 19"	""	164	""	""	        
412483	"D M Kommunikasjon A/S"	"Fr Nansens pl 8"	""	160	""	""	19950811
412484	"Kosmetisk Plastikkirurgi, Dr Kveims Klin"	"Smestadv. 1"	""	376	""	""	        
412485	"Blaze Go Go Bar"	"Grensen 1"	""	159	"Younis Zia"	""	19950322
412486	"Korea Impex"	"Ludvig Karstens v 7"	""	1064	""	""	        
412487	"Rõhne's Papirservice A/S"	"Lõrenvangen 21"	""	580	""	""	        
412488	"Guatemalas Konsulat"	"Prof Dahls g 1"	""	355	""	"O"	        
412489	"Lunde Jens aut Trafikkskole"	"Enebakkv. 18"	""	657	""	""	        
412490	"Norske Flyspeditõrers Forening"	"Arbins g 1 (0253)"	"Pb. 1479 Vika"	116	""	""	        
412491	"Osloregionens Samkjõrende Transportselsk"	"Drammensv. 155 C"	""	277	""	""	        
412492	"Ottesen, Heyerdahl m.fl., Advokatene"	"Fr Nansens pl 4 (0160)"	"Pb. 1600 VIKA"	119	""	""	        
412493	"Research & Prospecting"	"Niels Juels g 31"	""	257	""	""	        
412494	"Norsk Sceneforum"	"Wessels g 8"	""	165	""	""	        
412495	"Fluxor Herman Glenne"	"Prof Dahls g 33"	""	353	""	""	        
412496	"Carola A/S"	"Kirkev. 59 (0364)"	"Pb. 5108 Majorstua"	301	""	""	        
412497	"Myhre Helge R Rederiet A/S"	"Hoffsv. 1"	""	275	""	""	        
412498	"Walker James & Co Ltd"	"Fyrstikkalleen 17"	""	661	""	""	        
412499	"Bentebarna A/S"	"Slemdalsv. 72"	""	373	""	""	        
412500	"Ideplan a.s"	"Spireav. 6"	""	580	""	""	        
412501	"Lilloseter serveringsted Bjõrn Rode"	"Lilloseterv."	""	957	""	""	        
412502	"Nesnor Agentur"	"èseng. 2 C"	""	480	""	""	        
412503	"Ipec AS"	"Brynsveien 96 (KolsÜs)"	"Postboks 57"	1346	""	""	19951017
412504	"Diab Data AS"	"Fyrstikkalleen 3 A"	""	661	""	""	        
412505	"Deloitte Noraudit AS"	"Munkedamsv. 45 (0250)"	"Pb. 1704 VIKA"	250	""	""	        
412506	"Eng Egil & Co A/S"	"Hovinv. 43"	""	576	""	""	19951123
412507	"Graveservice A/S"	"Olasrudv. 4"	""	1284	""	""	        
412508	"Maharishi Institutt for Kreativ Intellig"	"Fredensborgv. 4"	""	177	""	""	        
412509	"Oslo Privatõkonomi"	"Lybekkerg. 1"	""	184	""	""	        
412510	"Karlsen, Harald"	"Erl Skjalgssons g 23 B"	""	267	""	""	        
412511	"Norske Hus Norske Eiendommer Salg & Assi"	"Magnus Bergs g 9"	""	266	""	""	        
412512	"Sjõberg Blomster / Tveita Senter"	"Tvetenv. 150"	""	671	""	""	19950918
412513	"Hartsang, Amundsen, Roshauw, Skyberg, Bõ"	"Roald Amundsens g 1"	""	161	""	""	        
412514	"Mõrck L A/S"	"Lettvintv. 39"	""	487	""	""	        
412515	"Avesta AS"	"Ole Deviks v 26 (0666)"	"Pb. 6337 ETTERSTAD"	604	""	""	        
412516	"Gjerpe A/S"	"Nandrups v 1"	""	489	""	""	19950322
412517	"Sandvik O M & Co A/S"	"Sorgenfrig. 39 (0365)"	"Pb. 5836 HEGDEHAUGEN"	308	""	""	        
412518	"Hartsang Leif Chr"	"Fridtjof Nansenspl. 5"	""	160	""	""	19951019
412519	"Normail A/S"	"Tvetenv. 30 (0666)"	"Pb. 155 BRYN"	611	""	""	        
412520	"Bamsebo barnehage"	"Universitetssentret"	""	371	""	"O"	        
412521	"Barber International A/S"	"Parkv. 61 (0254)"	"Pb. 2557 Solli"	102	""	""	19951008
412522	"Bryggeteatret"	"Bryggetorget 3"	""	250	""	""	        
412523	"Haugen Tormod"	"StorÜsv. 5"	""	1265	""	""	        
412524	"Norges MarkedsHõyskole"	"Schous pl 8 (0552)"	"Pb. 4676 SOFIENBERG"	506	""	""	19950620
412525	"Backup International A/S"	"Chr Kroghs g 30"	""	186	""	""	        
412526	"Travellers Press"	"Uranienborgv. 4"	""	258	""	""	        
412527	"Mabeco A/S"	"Monrads g 13 A"	""	564	""	""	19950510
412528	"S R-Bank Oslo"	"Stranden 3 (0250)"	"Pb. 1903 VIKA"	124	""	""	19950901
412529	"Hvidsten"	"Stortingsg. 28"	""	161	""	""	        
412530	"KringsjÜ barnehage"	"Sognsv. 218 (0864)"	"Pb. 94 BLINDERN"	314	""	"O"	        
412531	"Sparebankbladet"	"Universitetsg. 8 (0164)"	"Pb. 6805 ST. OLAVS PLASS"	130	""	""	        
412532	"Flyselskapenes Landsforening"	"Middelthuns g 27"	""	368	""	""	        
412533	"Paleet Karl Johan ANS"	"Karl Joh g 37 B"	""	162	""	""	        
412534	"Forsvarets Forum"	"Akershus Festning"	""	15	""	""	        
412535	"Tangevald L A & Co A/S"	"Tollbug. 8 B"	""	152	""	""	        
412536	"Aircontact Aviation Management AS"	"Arbins g 3 (0253)"	"Pb. 1447 VIKA"	115	""	""	19950922
412537	"Euro-Finans Norge A/S"	"Elvefaret 10"	""	751	""	""	        
412538	"Internasjonal Konsertdireksjon Gunnar Ei"	"Sonja Henies pl 2"	""	185	""	""	        
412539	"Lofoten Fisk og Delikatesse"	"Grefsenv. 12"	""	482	""	""	        
412540	"Sem & Stenersen AS"	"Akersbakken 10"	""	172	""	""	        
412541	"Sem & Stenersen Prokom AS"	"Akersbakken 10"	"Postboks 9844 Ila"	132	"Bjõrn Normann"	""	19950808
412542	"Sem & Stenersen Offsettrykk A/S"	"Akersbakken 10"	""	172	""	""	        
412543	"Sem & Stenersen Tegneteknisk AS"	"Akersbakken 10"	""	172	""	""	        
412544	"Bennin Advokatene Eiendomsavdeling"	"Ekebergv. 228 C"	""	1162	""	""	        
412545	"Norske Kunst- og Kulturhistoriske Museer"	"UllevÜlsv. 11"	""	165	""	"O"	        
412546	"Det Norske Kredittforsikringsselskap A/S"	"Fr Nansens v 19"	""	369	""	""	        
412547	"Mathuset Chan Wing Cheung"	"Darres g 1"	""	175	""	""	        
412548	"Brann & Sikkerhet"	"Wessels g 8"	""	165	""	""	        
412549	"OmsetningsrÜdet"	"Pilestr. 15 B"	""	164	""	""	19950307
412550	"Larsen Per"	"Gjerdrums v 14"	""	881	""	""	        
412551	"Don Pedro Bistro"	"Slemdalsv. 7"	""	369	""	""	        
412552	"Lacasa A/S"	"Lofsrudv. 6"	""	1281	""	""	        
412553	"Don og Donna"	"Bogstadv. 23"	""	355	""	""	        
412554	"Frogner Elektro-Installasjon A/S"	"Niels Juels g 29"	""	257	""	""	        
412555	"Frogner Elektrosenter"	"Niels Juels g 29"	""	257	""	""	        
412556	"Haugerud Blomster G Kittelsen"	"Haugerudsenteret 1"	""	673	""	""	        
412557	"Aamodt Olav"	"Prinsens g 21"	""	157	""	""	        
412558	"Papirhuset A/S"	"Drammensv. 20"	""	255	""	""	        
412559	"Omega Radio"	"Akersg. 74"	""	180	""	""	        
412560	"Fortunia A/S"	""	"Boks 1916 VIKA"	124	""	""	19950531
412561	"Akers Mic A/S"	"Kongens g. 14"	""	153	""	""	19951114
412562	"Gulbrandsen K & G Automobilverksted A/S"	"Pilestr. 75 C-3"	""	354	"Petrussen"	""	        
412563	"Sentrumskontorene"	"Brug. 1"	""	186	""	""	        
412564	"Sentrumskontorene Villen Coucheron"	"Brug. 1"	""	186	""	""	        
412565	"Brillespesialisten A Brinck-Mortensen"	"Storg. 2"	""	155	""	""	        
412566	"BrÜthen Svein"	"Ravnkollbakken 50"	""	971	""	""	        
412567	"St Olavs Pub og Stutteri"	"Pilestr. 27"	""	164	""	""	        
412568	"Kjeldset Erling"	"èkebergv. 56 /58"	""	650	""	""	        
412569	"Norsk Pelsdyrblad"	"ùkern torgv. 13 (0580)"	"Pb. 175 ùKERN"	509	""	""	        
412570	"Verne Egil A/S"	"Prof. Birkelandsv. 26 B"	""	1081	""	""	19951023
412571	"T P H Data A/S"	"Glads v 58"	""	489	""	""	        
412572	"Veitvet Gull og Sõlv"	"Vogts g 58"	""	477	""	""	        
412573	"Lërhandel A/S"	"Drammensv. 154"	""	277	""	""	        
412574	"M V Trading AS"	"Universitetsg. 14"	""	164	""	""	        
412575	"Aasness Ola K A"	"Fredensborgv. 11"	""	177	""	""	        
412576	"Caseb AS"	"Bygdõy Alle 11 (0257)"	"Pb. 2742 Solli"	202	""	""	19951011
412577	"Grannes J & Co"	"Fredheimv. 22"	""	1087	""	""	        
412578	"Holmlia Gym Helsestudio"	"Holmlia senter v 34"	""	1255	""	""	        
412579	"Rõr & Varme A/S"	"Agronomv. 14 B"	""	1187	""	""	19951102
412580	"Golfsenteret A/S"	"Sandakerv. 24 (0473)"	"Pb. 4204 TORSHOV"	401	""	""	19950906
412581	"Flisleggerservice A/S"	"Hertzbergs g 3 A"	""	360	""	""	        
412582	"Presse & Informasjon A/S"	"Sagv. 28"	""	458	""	""	        
412583	"Bad & Pumpemateriell AS"	"Haakon Tveters v. 8"	""	682	""	""	19960103
412584	"Datatjenester Oslo A/S"	"Mariboes g 13"	"744 Sentrum"	183	""	""	        
412585	"Eikelunden HÜrstudio"	"Eikelundv. 21"	""	588	""	""	        
412586	"Ruden Olav A/S"	"Brobekkv. 115 A"	""	583	""	""	        
412587	"Fiskars Norge Redskap AS"	"Nydalsv. 32 B (0483)"	"Pb. 4215 TORSHOV"	401	""	""	19950915
412588	"Bohus Riise"	"Haavard Martinsens v 5"	""	978	"Disp. Kjell Riise"	""	        
412589	"Tullix Parfymeri"	"Haugerudsenteret 1 -7"	""	673	""	""	        
412590	"Grõnli, Espen"	"Eckersbergs g 17"	""	266	""	""	        
412591	"Kampen Gym"	"Hedmarksg. 13"	""	658	""	""	        
412592	"Osloungdommens RiksmÜlsforening"	"Westye Egebergs g 8 C"	""	172	""	""	        
412593	"Arntzen Carl"	"Kr Aug g 12"	"P.B VIKA"	164	""	""	        
412594	"Norsk Personal A/S"	"Karl Joh g 12 J"	""	154	""	""	19950113
412595	"Thorsen Kjetil Trëdal"	"Storg. 22 B"	""	184	""	""	        
412596	"Furuseth Gustav A"	"Stensg. 38 A"	"P.B 5910 HEGDEHAUGEN"	358	""	""	        
412597	"Herrcon A/S"	"Wm Thranes g 68 (0173)"	"Pb. 9889 Ila"	132	""	""	        
412598	"H H Hydraulics"	"Strõmsv. 312"	"Postboks 73 Leirdal"	1081	"Per Hansen"	"I"	        
412599	"Jensens Rolf Brandt Maskinsetteri"	"Karlstadg. 8"	""	553	""	""	        
412600	"Bjerve-Trading A/S"	"Sandakerv. 110"	"Pb. 4431 Torshov"	483	"Per S. Bjerve"	""	19951012
412601	"Hanisch, Kopstad & Pallum Advokatene"	"Kongsv. 91"	""	1177	""	""	        
412602	"Kirsebom & Ims A/S"	"Risalleen 5"	""	374	""	""	19950303
412603	"Norske Maritime Leverandõrer"	"Drammensv. 30"	""	255	""	""	        
412604	"Mathiesen Hans A A/S"	"Karl Joh g 20"	""	159	""	""	        
412605	"Vileid Mari E"	"C J Hambros pl 7"	""	164	""	""	        
412606	"Bokklubben Aktuelle Bõker A/S"	"Grõnland 4 (0188)"	"Pb. 8358 HAMMERSBORG"	129	""	""	        
412607	"Bukkens Skinnrens A/S"	"Tordenskiolds g 12"	""	160	""	""	        
412608	"Endresen Ed Fotografmester"	"Ekebergv. 228 C"	""	1162	""	""	        
412609	"Grõnne Fingre"	"Austliv. 2"	""	752	""	"HTF"	        
412610	"Skogsredskaper A/S"	"Keysers g 1 (0165)"	"Pb. 8355 HAMMERSBORG"	129	"Odd Kirkenër"	""	19950627
412611	"Knudsens Transport"	"RavnÜsv. 71"	""	1254	""	""	        
412612	"Ila og Lilleby Smelteverker A/S"	"Schives g 3 A"	""	259	""	""	        
412613	"Klimamiljõ"	"Midttunv. 9 D"	""	1177	""	""	        
412614	"Rosenbaum Sarah"	"Sagv. 23 C"	""	457	""	""	        
412615	"Gyldendal Norsk Forlag A/S"	"Sehesteds g 4 (0164)"	"Pb. 6860 ST. OLAVS PLASS"	130	""	""	19951108
412616	"Henriksen Ruth Helene"	"Dronningens g 27"	""	154	""	""	        
412617	"Lorentzen & Stemoco AS"	"Lilleakerv. 4"	"Pb. 7 Lilleaker"	216	""	""	19950608
412618	"Surf Style"	"Thv Meyers g 73"	""	552	""	""	        
412619	"L S H Agencies A/S"	"Munkedamsv. 59 B (0270)"	"Pb. 2614 Solli"	203	""	""	        
412620	"Pema Snekkeri"	"ùvre g 7"	""	551	""	""	        
412621	"Rieker Morten L"	"Brynsv. 12"	""	667	""	""	        
412622	"Investerings-bankierene STE & Co"	"Eindrides v 2"	""	575	""	""	        
412623	"Pryser Rolf"	"Schëffers g 12 -1"	""	558	""	""	        
412624	"RegnskapsbyrÜers Servicekontor Norske"	"ù Vollg. 13"	""	158	"Egeland"	""	19950330
412625	"Setsaas Tore"	"RÜdhusg. 17"	""	158	""	""	        
412626	"Sanex"	"Hjelms g 7 B"	""	355	""	""	        
412627	"Schjërve Wilhelm"	"Niels Juels g 12"	""	272	""	""	        
412628	"Sagene Video A/S"	"Kristiansands g 1"	""	463	""	""	        
412629	"Blikkenslagernes Forening"	"Henrik Ibsens g 7"	""	179	""	""	        
412630	"Dar Tanveer Nasir"	"Gõteborgg. 1"	""	566	""	""	        
