2126	"eksikatorer"
2127	"kj›lere"
2128	"digitaltermometer"
2129	"vaskemidler laboratorier"
2130	"pipetter"
2131	"byretter"
2132	"dispensere"
2133	"kuvetter"
2134	"plastspann"
2135	"plastkanner"
2136	"plastflasker"
2137	"aluminiumsflasker"
2138	"st†lbeholdere"
2139	"pinsetter"
2140	"spatler"
2141	"stativutstyr"
2142	"gassbrennere"
2143	"benkepapir"
2144	"aluminiumfolie"
2145	"sterkstr›msinstallat›r"
2146	"svakstr›msinstallat›r"
2147	"biltransport samlast"
2148	"biltransport megling"
2149	"biltransport"
2150	"langtransport"
2151	"internasjonal spedisjon"
2152	"fortolling"
2153	"konfeksjonstransport"
2154	"b†ttransport linjeagent"
2155	"b†ttransport"
2156	"lagring"
2157	"termotransport"
2158	"tungtransport"
2159	"tungtransport langgods"
2160	"m›beltransport"
2161	"containertransport"
2162	"b†ttransport kystrute"
2163	"transport"
2164	"spedisjon"
2165	"bilmegling"
2166	"sanit‘ranlegg"
2167	"varmeanlegg"
2168	"overnattingsmuligheter"
2169	"campinghytter"
2170	"camping"
2171	"kurslokaler"
2172	"konferanselokaler"
2174	"hel†rscamping"
2175	"campingvognplasser"
2176	"restaurant"
2177	"matservering"
2178	"laksefiske"
2179	"vannrutsjebane"
2180	"minigolf"
2181	"organisasjonskonsulent"
2182	"ingeni›rtjenester"
2183	"kurs"
2184	"rekrutteringstjenester"
2185	"kvalitetssikring"
2186	"kvalitetskontrolltjeneste"
2187	"kontortjenester"
2188	"sm†husprosjektering"
2189	"sm†husplanlegging"
2190	"bebyggelsesplan"
2191	"byomr†deplanlegging"
2192	"byggstrategi"
2193	"programutvikling"
2194	"institusjonsbygg"
2195	"energi›konomisering"
2196	"industriplanlegging"
2197	"barnehager"
2198	"innredning"
2199	"kulturanleggplanlegging"
2200	"idrettsanleggplanlegging"
2201	"naturvernplanlegging"
2202	"stiger"
2203	"gardintrapper"
2204	"vinduspusserstiger"
2205	"rengj›ringsmaskiner"
2206	"rengj›ringsutstyr"
2207	"permer"
2208	"kataloger"
2209	"katalogpermer"
2210	"ringpermer"
2211	"plastlommer"
2212	"aktomslag"
2213	"tilbudsmapper"
2214	"mapper"
2215	"brevordnere"
2216	"fotoalbum"
2217	"fotolommer"
2218	"glansfoliering"
2219	"arkivmapper"
